,Date,Open,Close,Low,High,Volume
66,2020-06-19 09:00:00,1.121615,1.12155,1.121005,1.12186,9292
67,2020-06-19 10:00:00,1.121555,1.120385,1.119455,1.121555,10194
68,2020-06-19 11:00:00,1.12039,1.12101,1.119545,1.121095,9883
69,2020-06-19 12:00:00,1.12102,1.1238,1.12016,1.125445,12122
70,2020-06-19 13:00:00,1.12381,1.121825,1.121675,1.12422,11538
71,2020-06-19 14:00:00,1.12183,1.118205,1.116825,1.123275,12228
72,2020-06-19 15:00:00,1.11821,1.11883,1.11802,1.1215,12029
73,2020-06-19 16:00:00,1.11884,1.11926,1.118145,1.119645,11274
74,2020-06-19 17:00:00,1.11925,1.11885,1.118635,1.119375,10030
75,2020-06-19 18:00:00,1.11885,1.118465,1.11752,1.119,9919
76,2020-06-19 19:00:00,1.11848,1.118655,1.118325,1.118925,8804
77,2020-06-19 20:00:00,1.11865,1.1177,1.11721,1.118805,8814
78,2020-06-21 21:00:00,1.11854,1.118335,1.118065,1.118885,4990
79,2020-06-21 22:00:00,1.118225,1.118085,1.117515,1.1186,8580
80,2020-06-21 23:00:00,1.11808,1.11768,1.11687,1.11815,8261
81,2020-06-22 00:00:00,1.117675,1.118,1.11739,1.11854,10066
82,2020-06-22 01:00:00,1.11801,1.118535,1.117995,1.118945,9823
83,2020-06-22 02:00:00,1.11854,1.11913,1.118445,1.11968,9668
84,2020-06-22 03:00:00,1.119125,1.11924,1.11888,1.11954,8182
85,2020-06-22 04:00:00,1.119235,1.12035,1.119185,1.12041,8622
86,2020-06-22 05:00:00,1.120345,1.119525,1.11946,1.12047,7738
87,2020-06-22 06:00:00,1.11952,1.11941,1.118965,1.12064,9709
88,2020-06-22 07:00:00,1.119415,1.121005,1.11883,1.12122,11176
89,2020-06-22 08:00:00,1.12101,1.122455,1.12061,1.12253,10463
90,2020-06-22 09:00:00,1.122445,1.121365,1.121215,1.12266,10019
91,2020-06-22 10:00:00,1.12136,1.121385,1.12109,1.12208,10049
92,2020-06-22 11:00:00,1.12138,1.12133,1.120335,1.12167,10038
93,2020-06-22 12:00:00,1.12132,1.122075,1.120675,1.12233,9654
94,2020-06-22 13:00:00,1.12208,1.124415,1.122075,1.12465,11507
95,2020-06-22 14:00:00,1.124425,1.12486,1.124255,1.12699,11662
96,2020-06-22 15:00:00,1.124855,1.12599,1.12469,1.12617,10010
97,2020-06-22 16:00:00,1.126005,1.12612,1.12572,1.126365,9272
98,2020-06-22 17:00:00,1.126115,1.12585,1.125505,1.12636,9462
99,2020-06-22 18:00:00,1.125855,1.12608,1.12562,1.126325,7898
100,2020-06-22 19:00:00,1.126075,1.12557,1.12529,1.12624,9332
101,2020-06-22 20:00:00,1.12558,1.12601,1.12545,1.126635,7233
102,2020-06-22 21:00:00,1.12602,1.12632,1.125975,1.1265,4284
103,2020-06-22 22:00:00,1.126325,1.127305,1.12628,1.127495,8497
104,2020-06-22 23:00:00,1.12731,1.12779,1.12687,1.12809,8214
105,2020-06-23 00:00:00,1.12778,1.126715,1.12666,1.127825,8799
106,2020-06-23 01:00:00,1.12672,1.125645,1.123305,1.126805,12156
107,2020-06-23 02:00:00,1.12565,1.127505,1.12565,1.127565,11741
108,2020-06-23 03:00:00,1.12751,1.12692,1.12652,1.127615,9583
109,2020-06-23 04:00:00,1.126925,1.12617,1.12616,1.12698,8824
110,2020-06-23 05:00:00,1.126175,1.125895,1.125695,1.126795,8121
111,2020-06-23 06:00:00,1.125915,1.127015,1.125675,1.12741,10540
112,2020-06-23 07:00:00,1.126995,1.13014,1.1266,1.13054,11969
113,2020-06-23 08:00:00,1.13015,1.128995,1.128155,1.130605,10969
114,2020-06-23 09:00:00,1.129035,1.12882,1.128245,1.12941,10004
115,2020-06-23 10:00:00,1.128815,1.12925,1.128345,1.129815,10355
116,2020-06-23 11:00:00,1.129215,1.130605,1.128555,1.130735,10234
117,2020-06-23 12:00:00,1.1306,1.132985,1.1306,1.133335,10787
118,2020-06-23 13:00:00,1.13298,1.1329,1.13192,1.133795,11373
119,2020-06-23 14:00:00,1.132885,1.133345,1.132665,1.13486,11605
120,2020-06-23 15:00:00,1.13336,1.132255,1.13173,1.133745,10101
121,2020-06-23 16:00:00,1.13226,1.13089,1.130705,1.13299,9603
122,2020-06-23 17:00:00,1.130885,1.131925,1.13087,1.1321,8934
123,2020-06-23 18:00:00,1.13192,1.131205,1.13097,1.132,8709
124,2020-06-23 19:00:00,1.1312,1.1303,1.13019,1.1312,8676
125,2020-06-23 20:00:00,1.130315,1.13077,1.130285,1.13097,7684
126,2020-06-23 21:00:00,1.130765,1.130905,1.13061,1.131335,5032
127,2020-06-23 22:00:00,1.130895,1.13082,1.13076,1.13129,6908
128,2020-06-23 23:00:00,1.130815,1.13126,1.130755,1.131405,8035
129,2020-06-24 00:00:00,1.131255,1.13175,1.131205,1.13222,8924
130,2020-06-24 01:00:00,1.131755,1.13167,1.13145,1.1325,9243
131,2020-06-24 02:00:00,1.131675,1.13179,1.13092,1.1326,9211
132,2020-06-24 03:00:00,1.131795,1.131555,1.131355,1.132,8231
133,2020-06-24 04:00:00,1.13156,1.131475,1.131415,1.13201,7668
134,2020-06-24 05:00:00,1.131465,1.131485,1.131305,1.132355,7182
135,2020-06-24 06:00:00,1.131455,1.131755,1.13126,1.13252,9275
136,2020-06-24 07:00:00,1.131765,1.129825,1.12919,1.132295,11339
137,2020-06-24 08:00:00,1.12982,1.13024,1.128705,1.13049,10521
138,2020-06-24 09:00:00,1.13017,1.13036,1.12688,1.130455,11057
139,2020-06-24 10:00:00,1.130345,1.130745,1.12931,1.13085,9800
140,2020-06-24 11:00:00,1.13073,1.12837,1.12827,1.131105,10028
141,2020-06-24 12:00:00,1.128375,1.12738,1.12704,1.12849,10644
142,2020-06-24 13:00:00,1.127375,1.126695,1.126505,1.12825,11083
143,2020-06-24 14:00:00,1.12669,1.127755,1.12572,1.127955,11898
144,2020-06-24 15:00:00,1.12776,1.12708,1.126045,1.12813,11729
145,2020-06-24 16:00:00,1.127085,1.12782,1.126655,1.128075,10462
146,2020-06-24 17:00:00,1.127825,1.126165,1.126145,1.128095,10324
147,2020-06-24 18:00:00,1.12617,1.12588,1.125515,1.12629,9944
148,2020-06-24 19:00:00,1.125875,1.125185,1.125085,1.126425,9618
149,2020-06-24 20:00:00,1.125195,1.1251,1.12482,1.12546,7719
150,2020-06-24 21:00:00,1.12513,1.125525,1.12499,1.125755,5791
151,2020-06-24 22:00:00,1.12555,1.12524,1.124965,1.125695,7894
152,2020-06-24 23:00:00,1.125245,1.125005,1.124835,1.12526,8050
153,2020-06-25 00:00:00,1.125,1.12559,1.124585,1.125875,10155
154,2020-06-25 01:00:00,1.125595,1.12502,1.12496,1.12598,10361
155,2020-06-25 02:00:00,1.125025,1.12457,1.12427,1.12507,10135
156,2020-06-25 03:00:00,1.12458,1.12421,1.123995,1.125,9737
157,2020-06-25 04:00:00,1.124215,1.124855,1.1241,1.124895,8857
158,2020-06-25 05:00:00,1.12486,1.124785,1.1246,1.125325,8015
159,2020-06-25 06:00:00,1.12481,1.12372,1.123525,1.125365,12097
160,2020-06-25 07:00:00,1.123725,1.123415,1.1224,1.124525,13909
161,2020-06-25 08:00:00,1.123405,1.12295,1.12255,1.125045,14482
162,2020-06-25 09:00:00,1.122965,1.12268,1.121805,1.123475,14430
163,2020-06-25 10:00:00,1.122675,1.120805,1.120635,1.12301,12752
164,2020-06-25 11:00:00,1.120815,1.119625,1.119225,1.121325,11190
165,2020-06-25 12:00:00,1.11962,1.1211,1.11903,1.1211,11291
166,2020-06-25 13:00:00,1.12111,1.121685,1.12032,1.122185,11631
167,2020-06-25 14:00:00,1.121695,1.121325,1.121205,1.12315,11981
168,2020-06-25 15:00:00,1.121335,1.121965,1.121035,1.12251,10578
169,2020-06-25 16:00:00,1.12197,1.122735,1.12197,1.123015,9614
170,2020-06-25 17:00:00,1.12275,1.122315,1.122195,1.12305,9617
171,2020-06-25 18:00:00,1.12231,1.121585,1.121435,1.12235,9352
172,2020-06-25 19:00:00,1.121595,1.12211,1.12144,1.12294,9795
173,2020-06-25 20:00:00,1.122115,1.12173,1.12159,1.12265,7879
174,2020-06-25 21:00:00,1.12175,1.121565,1.121335,1.122385,6665
175,2020-06-25 22:00:00,1.121445,1.122135,1.121445,1.12226,7994
176,2020-06-25 23:00:00,1.12213,1.121805,1.121755,1.12239,8188
177,2020-06-26 00:00:00,1.12181,1.12159,1.12082,1.121995,9274
178,2020-06-26 01:00:00,1.121595,1.12198,1.12139,1.12209,9340
179,2020-06-26 02:00:00,1.12198,1.12201,1.1217,1.12218,8198
180,2020-06-26 03:00:00,1.122015,1.122265,1.121605,1.122325,7803
181,2020-06-26 04:00:00,1.122275,1.12237,1.122115,1.12265,7819
182,2020-06-26 05:00:00,1.12238,1.122155,1.12203,1.12256,6986
